"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"01060","Yécora/Iekora","0.52","0.53","0.50","0.49","0.51","0.49","0.48","0.52","0.51","0.50","0.50","0.48"
"48095","Zaldibar","0.50","0.50","0.50","0.50","0.49","0.49","0.50","0.50","0.49","0.48","0.47","0.45"
"20078","Zaldibia","0.51","0.50","0.51","0.52","0.52","0.50","0.50","0.50","0.50","0.49","0.48","0.48"
"01061","Zalduondo","0.49","0.47","0.46","0.42","0.41","0.42","0.41","0.41","0.39","0.37","0.33","0.35"
"48096","Zalla","0.46","0.45","0.46","0.47","0.47","0.46","0.46","0.45","0.43","0.43","0.43","0.41"
"01062","Zambrana","0.57","0.58","0.56","0.59","0.61","0.54","0.53","0.49","0.44","0.37","0.34","0.29"
"48905","Zamudio","0.63","0.63","0.63","0.65","0.65","0.65","0.64","0.62","0.62","0.61","0.59","0.57"
"48097","Zaratamo","1.01","1.05","1.17","1.23","1.16","1.08","1.01","0.96","0.93","0.96","0.89","0.85"
"20079","Zarautz","0.38","0.38","0.38","0.37","0.37","0.37","0.37","0.36","0.35","0.35","0.34","0.33"
"48024","Zeanuri","0.50","0.48","0.47","0.47","0.46","0.45","0.44","0.45","0.44","0.44","0.44","0.43"
"48025","Zeberio","0.49","0.50","0.49","0.49","0.50","0.49","0.48","0.48","0.48","0.47","0.45","0.43"
"20025","Zegama","0.48","0.48","0.47","0.47","0.46","0.46","0.46","0.46","0.45","0.47","0.46","0.44"
"20026","Zerain","0.51","0.52","0.51","0.53","0.55","0.56","0.55","0.52","0.52","0.52","0.48","0.46"
"20027","Zestoa","0.47","0.46","0.46","0.46","0.46","0.47","0.47","0.46","0.45","0.44","0.45","0.45"
"48913","Zierbena","0.49","0.47","0.47","0.46","0.46","0.43","0.42","0.41","0.37","0.35","0.32","0.28"
"01018","Zigoitia","0.61","0.60","0.58","0.57","0.56","0.56","0.56","0.55","0.56","0.53","0.54","0.51"
"48915","Ziortza-Bolibar","0.27","0.24","0.21","0.19","0.16","0.14","0.11","0.09","0.00","0.46","0.46","0.45"
"20028","Zizurkil","0.47","0.46","0.48","0.49","0.49","0.49","0.48","0.49","0.46","0.46","0.45","0.44"
"01063","Zuia","0.51","0.50","0.49","0.49","0.48","0.48","0.47","0.45","0.44","0.43","0.42","0.42"
"20081","Zumaia","0.39","0.39","0.40","0.40","0.39","0.39","0.40","0.40","0.39","0.38","0.37","0.36"
"20080","Zumarraga","0.43","0.43","0.43","0.43","0.43","0.42","0.43","0.43","0.41","0.41","0.40","0.39"
